ts	imei	mwra	c.dogalize	c.android.chrome	c.katana	c.android.youtube	c.android.gm	c.updateassist	c.android.vending	c.UCMobile.intl	c.UCMobile.x86	c.raider
2018-05-08 00:47:00	863033069630348347	1.00000	14.79135	8.75434	9.30329	15.41563	12.87757	32.24275	72.17598	30.28377	74.84127	29.24656
2018-05-08 00:48:00	359043379931766627	0.00000	5.85207	12.50340	15.54446	11.04972	8.71616	0.88015	98.24271	65.31306	9.62799	21.35793
2018-05-08 00:49:00	8630330696303481800	1.00000	13.30126	6.81735	3.23606	12.80036	12.24711	69.10300	7.74941	32.93644	17.61409	94.29682
2018-05-08 00:50:00	8630330696303481669	1.00000	11.41551	9.21994	5.48490	11.82702	13.11752	44.64537	31.07240	10.27745	41.04162	81.70431
2018-05-08 00:51:00	8630330696303481370	0.00000	10.04502	11.95401	13.67012	5.17145	12.02324	16.66906	80.56473	68.52943	85.79349	66.72951
2018-05-08 00:52:00	3590433799317662295	1.00000	15.39186	12.76001	12.33537	13.39170	10.61931	58.67723	89.62024	9.81483	43.34020	31.41143
2018-05-08 00:53:00	863033069630348214	1.00000	10.65994	10.77105	12.38226	10.59832	14.45212	22.18185	44.68988	86.06791	92.13290	97.25537
2018-05-08 00:54:00	8630330696303481008	0.00000	7.03541	11.69772	15.32661	6.14121	11.30471	55.43052	45.45125	40.62040	82.97025	35.92636
2018-05-08 00:55:00	8630330696303482444	0.00000	5.05675	11.05491	16.22220	10.11869	8.98535	22.15560	45.33259	25.41334	62.85292	33.57886
2018-05-08 00:56:00	863033069630348974	1.00000	12.56988	11.09323	9.48491	12.58221	14.34360	50.75411	77.34119	70.21706	86.29057	3.54294
2018-05-08 00:57:00	3590433799317661990	0.00000	10.38672	17.05291	11.96913	7.14660	8.97075	75.46851	3.87610	37.11421	69.65143	93.75164
2018-05-08 00:58:00	8630330696303481933	1.00000	12.26937	9.89230	8.36190	12.61697	14.42255	84.36468	49.36095	9.77247	76.35026	18.05932
2018-05-08 00:59:00	3590433799317662204	1.00000	12.88565	13.70774	9.90699	11.88873	11.06528	48.73896	53.37385	95.54911	51.09220	64.81240
2018-05-08 01:00:00	359043379931766270	1.00000	17.15487	15.22822	11.62502	11.16456	8.38331	8.33308	29.20890	81.77454	96.49697	39.49306
2018-05-08 01:01:00	8630330696303481784	0.00000	7.76712	7.91022	12.33415	10.72912	9.84714	31.98530	58.05567	97.43063	77.93209	30.83039
2018-05-08 01:02:00	3590433799317661461	1.00000	11.93097	9.93325	10.84141	14.03354	7.89492	5.97174	60.62346	15.02131	53.97001	95.71375
2018-05-08 01:03:00	3590433799317661867	1.00000	16.42515	14.71668	10.88672	15.36980	7.77512	90.34539	6.33309	87.77212	75.87026	42.17580
2018-05-08 01:04:00	8630330696303482493	1.00000	8.72689	13.25421	11.32242	10.96345	13.79307	15.84556	65.44919	52.25479	13.82751	65.24985
2018-05-08 01:05:00	3590433799317662493	1.00000	5.04039	9.17298	12.92091	11.45346	8.92903	28.92937	11.36491	40.29651	80.78028	85.21990
2018-05-08 01:06:00	3590433799317661206	0.00000	7.00073	9.92434	13.97995	10.48801	11.66313	92.67308	4.49133	26.75717	22.53834	82.38008
2018-05-08 01:07:00	359043379931766031	1.00000	16.00034	7.56004	7.68367	14.84616	14.65052	87.19131	9.22803	60.85019	78.96190	43.91344
2018-05-08 01:08:00	3590433799317661420	0.00000	8.53160	9.89101	12.62364	12.75946	8.58241	34.70581	37.59708	7.05822	80.19162	51.49092
2018-05-08 01:09:00	3590433799317662444	0.00000	11.05867	8.86924	5.44402	9.58348	11.40763	45.88394	0.45794	34.73431	2.88298	82.48611
2018-05-08 01:10:00	359043379931766833	1.00000	13.56366	9.16249	10.24074	14.02206	14.98648	55.29249	18.52388	75.28689	9.32208	86.94911
2018-05-08 01:11:00	863033069630348883	1.00000	10.48393	10.59927	8.92883	9.57400	14.46887	94.78297	94.01530	37.09629	74.07389	50.57662
2018-05-08 01:12:00	863033069630348636	1.00000	14.36744	7.71760	9.42806	14.66430	10.00260	62.28188	14.40218	37.10536	10.24059	29.34475
2018-05-08 01:13:00	8630330696303481032	0.00000	8.37408	16.89102	11.22270	9.99224	13.29340	61.65087	77.90345	67.50533	9.86519	75.36271
2018-05-08 01:14:00	863033069630348586	1.00000	13.80271	9.09553	7.58510	14.60545	13.24991	33.90327	80.20989	60.73908	45.76613	58.63518
2018-05-08 01:15:00	359043379931766783	0.00000	12.80366	6.89283	17.42935	14.21585	10.73052	27.41994	5.22354	76.80748	91.43075	64.89619
2018-05-08 01:16:00	863033069630348297	1.00000	9.30159	12.14829	12.06610	7.11984	7.92610	0.29808	92.29891	86.98697	39.99373	29.08755
2018-05-08 01:17:00	8630330696303481669	0.00000	7.54691	7.58466	13.99042	11.98576	10.63675	73.52957	12.28506	29.05291	25.73572	64.41310
2018-05-08 01:18:00	3590433799317661933	1.00000	16.80733	14.23798	12.71567	15.76909	2.92884	89.74430	26.21921	38.40999	92.84850	2.40949
2018-05-08 01:19:00	8630330696303481792	1.00000	9.68340	12.92847	9.68526	13.77276	11.86636	9.69657	73.06394	68.04343	15.05987	68.79437
2018-05-08 01:20:00	863033069630348644	1.00000	11.92016	10.11739	10.63082	14.70928	9.52561	29.58463	12.42745	55.12407	25.20460	89.26452
2018-05-08 01:21:00	863033069630348040	1.00000	9.15481	8.40495	11.22036	11.77731	9.34043	50.18795	38.82878	30.32002	60.70683	73.33134
2018-05-08 01:22:00	8630330696303482204	1.00000	14.83607	11.89806	14.97767	13.03033	8.57724	93.34672	43.70221	21.27160	73.15063	26.82933
2018-05-08 01:23:00	3590433799317661008	0.00000	11.23305	10.09030	15.44410	11.90390	8.24788	95.80119	42.13291	40.92289	79.61767	46.67305
2018-05-08 01:24:00	863033069630348271	1.00000	11.46738	9.55179	12.94927	11.67752	12.04959	85.85817	90.55445	71.41572	78.02298	19.28574
2018-05-08 01:25:00	863033069630348446	0.00000	8.96074	6.33500	13.71553	11.51345	10.30729	51.28232	48.39209	2.62360	71.19439	44.32928
2018-05-08 01:26:00	359043379931766114	0.00000	13.03478	8.88721	10.05170	12.35925	11.83667	94.98823	17.41311	35.81340	97.74250	94.57396
2018-05-08 01:27:00	3590433799317661677	1.00000	13.42745	8.73498	12.58405	14.40331	10.66260	74.09089	43.69992	50.71844	60.25943	36.45478
2018-05-08 01:28:00	8630330696303481776	0.00000	7.31739	7.35752	11.22900	10.90819	11.46112	63.08927	41.68648	25.35450	44.72076	46.86469
2018-05-08 01:29:00	863033069630348859	1.00000	12.77038	11.50195	12.89663	13.61653	9.42361	49.36850	30.95619	94.73729	81.04779	55.25983
2018-05-08 01:30:00	8630330696303481248	0.00000	9.37983	12.66976	12.46611	7.54504	9.43690	63.63475	25.52500	20.29882	46.62973	7.79909
2018-05-08 01:31:00	863033069630348164	1.00000	10.21391	11.30339	8.73917	10.75872	11.55932	18.54585	58.41018	47.30957	49.30892	81.76026
2018-05-08 01:32:00	8630330696303482402	0.00000	11.57698	13.02153	11.79802	10.49503	8.91350	80.84832	65.70624	38.76831	48.95614	58.08283
2018-05-08 01:33:00	863033069630348669	1.00000	13.33491	10.51123	11.12946	12.58436	12.09577	67.12310	47.34457	97.57970	82.79127	95.65485
2018-05-08 01:34:00	863033069630348552	1.00000	8.39755	13.55543	12.23349	11.27398	12.09328	65.80417	87.21027	32.65010	22.82910	83.73796
2018-05-08 01:35:00	8630330696303482006	0.00000	12.13684	8.42830	14.92416	13.43445	9.35605	55.52524	97.91719	80.79002	88.38086	98.59074
2018-05-08 01:36:00	863033069630348974	1.00000	11.48160	10.29456	6.23105	12.92394	11.39985	6.95335	24.51461	65.74668	99.52819	43.81585
2018-05-08 01:37:00	8630330696303481438	1.00000	15.00595	8.62157	5.19459	16.80359	16.19941	97.28014	50.10644	28.50605	6.10937	17.83433
2018-05-08 01:38:00	359043379931766049	1.00000	15.84185	14.25262	12.54981	12.97451	9.22872	78.30392	42.78630	65.59386	22.42944	84.32586
2018-05-08 01:39:00	8630330696303482295	0.00000	11.27361	10.23496	13.51307	13.62795	9.42767	45.78929	92.92832	41.76356	41.77709	53.71239
2018-05-08 01:40:00	8630330696303481719	1.00000	11.79624	11.96377	18.83026	10.03019	8.15199	53.87950	74.02056	57.61029	21.52164	87.92203
2018-05-08 01:41:00	863033069630348453	1.00000	8.96894	14.30051	10.52904	10.23849	12.76696	11.24810	28.46562	83.78858	44.30811	33.58920
2018-05-08 01:42:00	359043379931766452	0.00000	8.55869	12.01083	10.59167	8.72180	7.98729	5.56962	24.02403	59.71109	60.54481	23.47030
2018-05-08 01:43:00	3590433799317661438	1.00000	11.45839	15.51986	12.94727	11.62986	10.04175	71.30681	15.85615	22.15578	4.36683	72.34907
2018-05-08 01:44:00	3590433799317662444	1.00000	10.62434	10.34436	9.73995	14.52822	8.86734	77.79096	46.92542	26.05995	20.53537	83.99813
2018-05-08 01:45:00	8630330696303481255	0.00000	8.87026	8.75242	13.37226	10.06418	11.15601	72.37232	49.48694	45.81455	15.66638	76.69798
2018-05-08 01:46:00	359043379931766049	1.00000	10.94211	9.45574	7.68973	7.06221	11.94024	97.28276	33.57674	30.73848	86.73567	8.38037
2018-05-08 01:47:00	359043379931766205	1.00000	8.38886	9.86515	12.54932	13.20810	10.62372	77.80416	30.74800	38.90555	19.16293	40.12356
2018-05-08 01:48:00	8630330696303481867	0.00000	8.69468	11.21158	10.55792	11.76462	10.62330	18.53255	68.91126	33.36724	5.79488	56.10081
2018-05-08 01:49:00	359043379931766247	0.00000	11.00722	14.35142	12.36912	9.15327	7.29290	82.90815	65.06871	38.21766	21.38651	19.04370
2018-05-08 01:50:00	359043379931766510	1.00000	11.27913	15.51110	10.74290	10.95087	7.94834	10.50539	68.21517	65.12478	21.05293	94.86287
2018-05-08 01:51:00	359043379931766973	1.00000	11.43257	10.97659	10.99076	13.33185	7.79148	34.27552	86.41912	47.42942	41.77300	44.65787
2018-05-08 01:52:00	863033069630348966	1.00000	10.54492	8.26755	6.59320	10.61744	13.17894	52.83408	38.60774	35.85278	75.93137	16.90588
2018-05-08 01:53:00	863033069630348313	0.00000	11.77007	10.55102	12.39956	14.07363	10.12589	5.75575	40.69409	30.46683	67.37343	21.75049
2018-05-08 01:54:00	8630330696303481982	1.00000	12.50870	9.77524	8.66691	13.91349	11.88523	48.93188	69.80310	1.44471	2.33263	13.52621
2018-05-08 01:55:00	863033069630348099	1.00000	8.53639	13.67298	13.62976	11.90616	9.73757	27.60713	11.84762	61.89039	36.63879	56.83589
2018-05-08 01:56:00	3590433799317661503	1.00000	13.13401	12.03660	9.37171	13.38013	12.68084	13.80429	62.64566	4.52441	65.57173	38.17504
2018-05-08 01:57:00	863033069630348230	1.00000	14.96946	11.97659	13.87336	12.89458	8.92770	59.14241	0.01807	2.70235	52.61285	12.94579
2018-05-08 01:58:00	8630330696303481636	1.00000	9.32632	11.88611	14.94763	11.97791	6.44945	41.81660	86.13244	41.27703	75.89904	17.11028
2018-05-08 01:59:00	863033069630348875	0.00000	6.43850	10.01911	8.76679	8.98156	6.42875	67.18925	51.55990	65.24464	65.77877	9.34477
2018-05-08 02:00:00	359043379931766858	1.00000	7.34455	11.46124	12.34976	8.14925	10.90174	95.48626	52.45140	22.95381	64.09137	78.61275
2018-05-08 02:01:00	8630330696303481800	0.00000	9.22071	5.47086	10.57167	12.66502	9.76282	31.58917	54.97012	69.83738	66.20507	92.70846
2018-05-08 02:02:00	3590433799317661248	0.00000	9.65093	11.11945	16.12572	11.18541	9.96972	90.18814	23.07497	85.31395	47.86081	44.65003
2018-05-08 02:03:00	3590433799317662162	0.00000	14.26324	16.44895	14.47601	7.79520	7.43016	1.35369	14.39119	45.89732	22.03974	48.78074
2018-05-08 02:04:00	3590433799317661636	1.00000	12.93509	12.21616	10.82777	13.28824	6.24334	62.93196	10.06009	73.41329	24.43011	68.54236
2018-05-08 02:05:00	8630330696303481610	1.00000	9.92558	8.71350	9.66197	12.13285	11.77740	95.02886	73.52994	20.44668	20.20257	23.55688
2018-05-08 02:06:00	3590433799317661305	1.00000	13.55523	13.84021	13.00055	13.97517	4.60992	80.77415	62.01124	44.15400	0.32778	68.42194
2018-05-08 02:07:00	3590433799317662451	1.00000	13.58701	12.14885	17.88694	10.73815	7.15721	13.83044	5.20827	53.27055	59.08290	71.25455
2018-05-08 02:08:00	3590433799317661826	0.00000	10.65572	11.23452	10.54754	13.41514	8.32538	53.30227	97.61321	29.86131	65.00769	5.27615
2018-05-08 02:09:00	359043379931766726	1.00000	12.09524	12.34963	13.00042	16.08239	5.08589	1.53394	70.52203	82.13713	57.25343	68.54375
2018-05-08 02:10:00	359043379931766890	1.00000	12.56179	6.61465	6.51285	11.55714	11.85225	47.63637	40.97288	39.36025	4.12228	23.26217
2018-05-08 02:11:00	863033069630348628	1.00000	15.57654	10.55621	12.18690	13.88920	12.71108	12.89820	94.38826	90.31752	9.60764	66.46725
2018-05-08 02:12:00	8630330696303481693	1.00000	11.11994	14.72096	12.29151	14.65015	16.12305	97.35779	63.74296	26.28781	33.64401	49.94310
2018-05-08 02:13:00	8630330696303481594	1.00000	15.05597	12.75091	13.23064	14.15628	7.76595	95.69296	16.28598	20.61937	59.20562	59.75573
2018-05-08 02:14:00	8630330696303482469	1.00000	9.38983	8.05038	5.82584	9.76309	12.84091	72.85920	68.77952	71.93524	85.29887	81.11308
2018-05-08 02:15:00	3590433799317662345	0.00000	11.61014	12.58014	12.54875	13.56348	11.27830	46.07131	0.90842	91.48661	38.02429	20.49662
2018-05-08 02:16:00	8630330696303481818	1.00000	11.32620	9.37257	15.01663	11.59712	12.89207	34.34390	80.62897	19.19697	75.34977	3.67119
2018-05-08 02:17:00	8630330696303482139	1.00000	13.63958	13.38346	13.17638	15.19623	6.29332	53.77011	58.17142	59.66691	82.98130	91.01227
2018-05-08 02:18:00	863033069630348651	0.00000	10.43555	13.25354	11.98802	11.15151	7.59690	29.70291	92.63653	61.41715	43.65842	26.29584
2018-05-08 02:19:00	359043379931766098	0.00000	12.32075	13.46061	10.15666	14.88409	8.81281	6.27434	44.97984	93.93058	71.82092	23.05212
2018-05-08 02:20:00	8630330696303482089	1.00000	11.41048	7.31548	8.21298	10.18812	8.53713	32.13008	85.07929	52.63795	16.43498	88.54808
2018-05-08 02:21:00	359043379931766734	1.00000	9.95419	11.56474	9.23480	14.03359	8.84879	78.39628	1.03143	16.47079	62.88929	3.91596
2018-05-08 02:22:00	3590433799317661123	1.00000	14.41853	7.05995	7.92212	13.66123	14.55866	0.95027	86.71460	49.56540	56.01937	78.02369
2018-05-08 02:23:00	863033069630348412	1.00000	17.75676	10.33342	16.13050	16.92395	9.77821	44.99510	46.11135	2.52726	94.73021	90.40125
2018-05-08 02:24:00	8630330696303481321	1.00000	14.03488	12.92297	13.48651	12.75831	6.85412	45.98352	69.55629	19.32773	53.99156	4.47076
2018-05-08 02:25:00	863033069630348594	0.00000	15.51949	9.67525	10.35598	14.38315	12.90227	43.54054	16.21872	41.42259	76.24803	80.14840
2018-05-08 02:26:00	3590433799317661172	1.00000	10.77085	10.63593	8.43330	10.20159	13.08966	21.83454	68.82640	92.84638	18.69071	39.60366
2018-05-08 02:27:00	3590433799317661800	1.00000	13.22107	11.97141	11.25951	12.24755	14.22421	7.55667	39.69809	2.72571	53.82865	16.23903
2018-05-08 02:28:00	3590433799317661776	0.00000	2.85846	7.61706	9.39566	11.07180	10.03094	51.46032	71.77074	74.34522	5.04508	22.26790
2018-05-08 02:29:00	8630330696303481552	0.00000	11.70289	14.33993	12.41704	9.39774	11.08232	26.06881	9.12774	36.19765	88.07861	64.86885
2018-05-08 02:30:00	8630330696303482386	0.00000	4.42187	7.22428	11.45617	9.79262	11.11658	55.73777	95.87078	79.22819	18.19740	60.73398
2018-05-08 02:31:00	359043379931766882	1.00000	12.61675	8.55574	5.09164	12.74431	12.19592	69.22299	76.45934	71.49437	4.42073	37.24847
2018-05-08 02:32:00	8630330696303481693	1.00000	14.68270	16.40475	14.28561	11.77199	7.45987	68.38661	89.54448	75.14021	65.95547	64.61386
2018-05-08 02:33:00	8630330696303481149	1.00000	14.81382	19.66372	11.36837	9.48978	9.67691	18.27401	20.89034	17.42128	31.94458	97.53976
2018-05-08 02:34:00	8630330696303482238	0.00000	8.05751	13.69618	17.48130	14.37078	6.30439	18.03464	51.81899	85.93683	8.01801	92.40335
2018-05-08 02:35:00	8630330696303481255	0.00000	8.23262	11.83346	15.23538	5.83860	10.05414	14.06912	86.37609	47.13823	84.30338	49.95200
2018-05-08 02:36:00	3590433799317661412	1.00000	8.77792	14.77809	13.04892	12.90972	8.18825	95.36798	4.36622	67.62816	50.25758	70.94396
2018-05-08 02:37:00	863033069630348248	0.00000	13.11548	10.21993	12.99768	14.73319	10.58447	84.46657	82.22904	2.10689	95.55650	74.44856
2018-05-08 02:38:00	863033069630348321	0.00000	11.36295	14.32164	8.57808	6.08182	8.28128	20.40716	2.14835	64.18444	96.63189	88.38551
2018-05-08 02:39:00	8630330696303481701	1.00000	11.35617	10.15836	13.20299	10.42211	10.10815	13.77679	25.84849	88.06266	32.36652	57.60999
2018-05-08 02:40:00	3590433799317662147	0.00000	7.94627	9.68461	10.95098	13.04707	8.21798	46.02535	91.96835	81.99886	35.77496	60.53298
2018-05-08 02:41:00	863033069630348792	1.00000	10.32932	12.76474	10.11748	11.49736	13.24115	45.71023	88.30862	40.52775	33.37869	67.43566
2018-05-08 02:42:00	359043379931766353	0.00000	6.91358	13.19771	14.11004	13.18659	7.88606	79.22675	44.14504	2.11697	26.63800	37.56315
2018-05-08 02:43:00	3590433799317661859	1.00000	12.28785	14.65645	13.84460	10.91963	11.53281	82.61536	24.29586	21.57817	18.61115	76.47615
2018-05-08 02:44:00	863033069630348065	1.00000	7.44891	11.68851	12.45318	11.54642	8.86514	27.41941	75.73370	39.67490	79.37045	50.22754
2018-05-08 02:45:00	3590433799317662154	0.00000	9.44009	13.74402	12.05569	5.56023	9.72813	60.89979	14.81775	75.26529	44.29470	40.83020
2018-05-08 02:46:00	359043379931766338	1.00000	13.66892	8.28320	10.16320	13.95199	9.93829	23.92703	16.66080	12.18771	17.49354	93.34988
2018-05-08 02:47:00	863033069630348917	0.00000	7.77362	9.73172	12.72481	13.61179	6.68777	50.53585	36.22447	19.12913	46.07629	61.46731
2018-05-08 02:48:00	3590433799317662188	1.00000	7.97988	14.30993	8.23569	3.93567	10.98761	2.65601	76.58388	55.00376	79.13456	9.55006
2018-05-08 02:49:00	8630330696303481834	0.00000	9.21761	10.87147	15.25639	14.96452	6.71731	70.58355	69.57585	85.28903	72.06522	10.79735
2018-05-08 02:50:00	3590433799317661230	0.00000	11.54185	9.88623	12.20966	13.01157	9.22796	26.00205	38.71776	72.40876	67.09901	23.20235
2018-05-08 02:51:00	3590433799317661271	1.00000	12.36329	12.01166	13.15033	10.15155	10.58551	7.68499	9.52151	53.97819	44.23196	38.68661
2018-05-08 02:52:00	8630330696303482147	1.00000	9.13226	10.09125	13.08555	11.80886	10.31510	9.58163	0.56206	4.85429	80.29911	6.56211
2018-05-08 02:53:00	8630330696303481768	1.00000	11.58402	12.87514	11.27335	13.13770	12.27338	28.94968	4.24328	14.67762	96.99797	14.92559
2018-05-08 02:54:00	359043379931766627	0.00000	12.94415	9.94537	15.06818	12.14000	7.20989	38.80995	7.87979	47.92318	25.13263	12.71178
2018-05-08 02:55:00	359043379931766387	1.00000	12.12005	13.67824	13.87006	11.79116	11.35543	47.49492	57.83616	78.35725	4.82646	64.11475
2018-05-08 02:56:00	863033069630348313	1.00000	12.95658	6.95971	6.10765	13.72262	12.78388	63.19548	68.14590	33.01727	64.03337	96.05510
2018-05-08 02:57:00	8630330696303482204	1.00000	11.50446	14.01161	11.48326	12.82117	10.39315	91.76122	45.94068	44.56020	66.31915	73.25269
2018-05-08 02:58:00	359043379931766429	0.00000	11.29434	11.85479	12.62777	8.31547	8.06513	23.32283	32.30139	84.83418	84.14867	50.43286
2018-05-08 02:59:00	8630330696303482337	1.00000	13.92973	9.64970	10.27292	12.52767	16.80915	24.13659	64.67356	19.59176	3.85346	69.54100
2018-05-08 03:00:00	359043379931766692	1.00000	13.23930	6.48069	9.17554	9.74805	10.86767	33.42772	83.14018	8.70001	73.11497	75.17966
2018-05-08 03:01:00	863033069630348339	0.00000	11.59903	9.97029	10.03065	13.23045	9.56629	54.90171	30.42427	3.68736	38.93229	31.83303
2018-05-08 03:02:00	359043379931766585	1.00000	13.07359	5.87426	6.01791	13.91501	11.48063	53.34986	34.22265	23.60184	42.95595	9.44532
2018-05-08 03:03:00	3590433799317661453	1.00000	14.30763	13.70695	14.40951	12.03269	10.73007	1.83950	54.16076	39.74460	25.00133	22.63043
2018-05-08 03:04:00	863033069630348388	1.00000	7.36511	12.55894	7.70761	9.54039	8.10136	53.18232	40.40233	8.88434	6.58245	39.37832
2018-05-08 03:05:00	3590433799317661024	1.00000	12.13608	15.04991	11.85425	9.59009	6.93961	91.23377	51.06348	69.15027	34.19838	82.23053
2018-05-08 03:06:00	3590433799317661040	1.00000	14.81933	8.33800	10.40329	13.52460	12.17469	71.68330	76.90498	4.65021	69.57230	82.31457
2018-05-08 03:07:00	8630330696303481693	1.00000	12.08748	9.81037	10.79418	13.16590	12.12880	89.36039	20.97800	98.58144	1.59532	84.14818
2018-05-08 03:08:00	863033069630348958	1.00000	15.52926	7.20015	7.64197	15.69131	13.80195	34.54433	67.90837	46.96731	40.61082	33.03976
2018-05-08 03:09:00	863033069630348180	1.00000	12.71046	10.45604	15.03276	15.14602	6.30989	91.93963	63.20739	2.11570	60.87686	88.32572
2018-05-08 03:10:00	3590433799317662139	0.00000	8.56112	10.43070	14.80836	9.88146	10.76265	40.25626	64.02088	68.82404	44.03394	83.84110
2018-05-08 03:11:00	359043379931766023	0.00000	14.56014	10.09181	14.84559	14.50990	7.25015	20.51629	59.18466	93.18375	94.42065	85.73909
2018-05-08 03:12:00	863033069630348347	0.00000	10.11162	8.79527	15.13600	11.61597	8.41886	7.34334	3.59251	42.40812	2.89167	7.98714
2018-05-08 03:13:00	863033069630348909	1.00000	7.14581	16.56865	12.72289	10.62405	12.21494	36.22797	3.63329	35.34415	0.12639	42.61146
2018-05-08 03:14:00	863033069630348289	1.00000	7.87435	13.25285	13.45782	10.08466	11.21467	78.65410	73.54022	6.57996	63.63180	46.99827
2018-05-08 03:15:00	3590433799317661941	1.00000	15.04813	14.30008	13.81328	13.39938	7.14887	9.21316	19.54737	27.26433	43.76655	4.40420
2018-05-08 03:16:00	863033069630348099	0.00000	7.53430	12.10737	13.31068	8.20650	10.21575	26.37301	71.29112	26.90859	30.16776	34.53857
2018-05-08 03:17:00	8630330696303482477	0.00000	7.21541	9.86435	13.10923	10.93750	8.75471	11.43157	80.10203	43.48435	0.35555	58.43625
2018-05-08 03:18:00	3590433799317662352	1.00000	14.02539	13.29696	12.64141	13.53753	7.97863	9.42947	43.53754	9.51475	28.18244	1.40830
2018-05-08 03:19:00	3590433799317661214	1.00000	8.89982	12.38011	15.49878	10.16902	10.33923	51.24996	53.06145	52.79627	65.09926	31.90201
2018-05-08 03:20:00	3590433799317661214	0.00000	14.47333	12.10292	13.55306	12.90457	9.28863	77.41255	60.94984	61.37958	79.17269	70.36817
2018-05-08 03:21:00	3590433799317662378	1.00000	13.84640	13.94188	11.04970	11.65869	9.58354	93.18445	42.34008	35.66882	24.21635	39.50269
2018-05-08 03:22:00	8630330696303482006	0.00000	12.76174	14.93176	11.39103	12.19949	9.43719	74.36563	70.84275	89.85991	7.47580	67.24514
2018-05-08 03:23:00	863033069630348339	1.00000	15.16445	6.20724	12.23686	11.17182	12.16212	79.40476	5.88498	30.67545	33.41083	96.57658
2018-05-08 03:24:00	359043379931766833	1.00000	15.96819	5.56508	8.98939	15.55673	10.77741	57.90995	48.76070	41.84077	89.33056	87.07721
2018-05-08 03:25:00	8630330696303482477	0.00000	11.23004	7.99532	11.50332	11.21761	13.42639	28.41532	81.32168	84.31742	51.88455	10.86167
2018-05-08 03:26:00	8630330696303482477	1.00000	11.57542	11.16097	15.68880	9.57883	10.13965	94.51487	64.53388	51.11938	73.55248	19.88701
2018-05-08 03:27:00	8630330696303482139	0.00000	9.30033	10.90945	12.51971	12.42696	9.76457	37.80624	34.26915	85.99032	45.10330	33.20420
2018-05-08 03:28:00	359043379931766973	1.00000	13.08403	8.15044	8.43398	12.76974	9.32118	74.70894	64.44786	53.21158	36.93285	85.81322
2018-05-08 03:29:00	8630330696303482154	0.00000	5.92932	11.66065	14.94772	13.70279	5.42282	66.70757	63.66880	5.51645	90.68583	14.94515
2018-05-08 03:30:00	863033069630348891	0.00000	6.76560	8.82274	9.29102	12.38640	9.07708	60.20792	55.07290	36.23574	31.52736	68.27996
2018-05-08 03:31:00	359043379931766783	1.00000	16.89800	12.09152	17.76042	13.69838	6.94355	21.82590	28.30154	33.22563	36.08924	15.37750
2018-05-08 03:32:00	8630330696303481172	1.00000	12.34237	7.72876	10.79533	11.92242	15.80172	46.37399	57.72359	74.04277	88.85094	46.26609
2018-05-08 03:33:00	359043379931766270	0.00000	10.13254	11.68791	11.58083	13.95019	8.26039	86.49455	54.99433	98.26093	42.10499	80.20470
2018-05-08 03:34:00	863033069630348040	0.00000	6.48418	9.70425	13.11139	11.90494	8.38829	0.79601	17.33465	78.88954	67.97226	45.59987
2018-05-08 03:35:00	8630330696303481925	0.00000	10.70279	8.31303	14.30944	13.56150	9.22434	34.40774	22.40920	93.26181	61.62928	8.62069
2018-05-08 03:36:00	3590433799317661644	0.00000	8.94085	12.45498	10.51385	10.43455	12.44659	4.90049	2.68080	82.25839	74.82819	28.09376
2018-05-08 03:37:00	8630330696303481883	0.00000	10.93977	12.64046	15.11224	8.79080	8.42309	36.89992	30.72135	84.90601	50.07392	46.11747
2018-05-08 03:38:00	3590433799317661644	1.00000	14.27748	11.97967	12.56136	16.01027	6.38951	73.89197	66.75349	26.24965	96.83182	72.87322
2018-05-08 03:39:00	3590433799317662071	1.00000	14.01651	12.47641	14.41504	12.61914	10.27267	21.55294	59.60450	41.88045	57.63258	92.56456
2018-05-08 03:40:00	359043379931766767	1.00000	12.49387	10.16850	6.94477	11.62516	11.00188	76.50400	89.32581	1.70473	41.80691	8.99394
2018-05-08 03:41:00	8630330696303481024	0.00000	14.40952	10.40121	8.28397	16.36032	12.09955	52.82196	61.89589	47.13691	66.55469	94.44911
2018-05-08 03:42:00	8630330696303482451	0.00000	9.38880	8.41642	14.27743	12.07918	10.96679	68.70732	35.43221	63.80279	75.85711	38.73010
2018-05-08 03:43:00	359043379931766577	1.00000	12.88476	11.41284	13.49626	10.30392	12.77650	4.02739	2.16648	71.20714	88.53200	66.77414
2018-05-08 03:44:00	3590433799317661768	1.00000	10.41194	9.98969	5.43852	12.75314	16.99762	73.77601	36.82518	17.27359	50.68850	41.98046
2018-05-08 03:45:00	8630330696303481867	1.00000	14.02863	9.43878	8.10604	12.69449	12.21650	42.65849	22.45537	2.84295	46.11758	49.28045
2018-05-08 03:46:00	8630330696303481552	1.00000	8.63473	10.50881	12.85547	7.49053	10.98718	36.85378	1.43597	13.05084	27.89795	72.79386
2018-05-08 03:47:00	863033069630348586	1.00000	10.90907	7.63739	4.48621	12.00629	11.20531	66.21525	53.17850	5.49899	66.08355	33.81951
2018-05-08 03:48:00	359043379931766692	1.00000	9.80004	10.15105	10.30825	13.63570	7.33499	83.03408	13.61279	46.54157	64.02158	7.54189
2018-05-08 03:49:00	8630330696303482444	1.00000	14.66418	6.67322	6.71169	11.91840	9.13763	13.81282	19.03356	59.29875	5.96544	1.90754
2018-05-08 03:50:00	863033069630348743	0.00000	7.50902	10.19019	16.75563	13.31779	5.31156	62.85894	73.31196	6.33393	58.45592	30.12659
