latitude	longitude	store_name	code	location	imei
45.16024	-93.08883	Lino Lakes	US	America/Chicago	3590433799317661487
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	8630330696303482279
-33.79176	151.08057	Eastwood	AU	Australia/Sydney	3590433799317662394
38.55632	69.01354	Vahdat	TJ	Asia/Dushanbe	863033069630348206
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	359043379931766239
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	8630330696303481446
28.90054	-81.26367	Deltona	US	America/New_York	8630330696303481461
6.9909	79.883	Hendala	LK	Asia/Colombo	863033069630348909
52.31333	6.92917	Oldenzaal	NL	Europe/Amsterdam	863033069630348909
33.45122	-86.99666	Hueytown	US	America/Chicago	863033069630348628
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	8630330696303481842
42.35843	-71.05977	Boston	US	America/New_York	863033069630348040
40.70995	0.57856	Amposta	ES	Europe/Madrid	863033069630348313
48.52961	12.16179	Landshut	DE	Europe/Berlin	8630330696303481818
52.57583	6.61944	Hardenberg	NL	Europe/Amsterdam	3590433799317661891
10.20898	123.758	Naga	PH	Asia/Manila	3590433799317661743
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	3590433799317662246
45.44694	8.62118	Novara	IT	Europe/Rome	8630330696303482212
49.28669	1.00288	Elbeuf	FR	Europe/Paris	8630330696303481065
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	3590433799317662329
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317661206
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	3590433799317661446
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	359043379931766767
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	863033069630348818
50.56149	4.69889	Gembloux	BE	Europe/Brussels	3590433799317662378
14.8361	120.97844	Guyong	PH	Asia/Manila	8630330696303482436
40.64621	-73.97069	Kensington	US	America/New_York	3590433799317661388
42.16808	-88.42814	Huntley	US	America/Chicago	8630330696303481883
44.59445	11.04979	Castelfranco Emilia	IT	Europe/Rome	3590433799317662014
4.96667	10.7	Tonga	CM	Africa/Douala	359043379931766510
49.738430	13.373637	Plzeň	CZ	Europe/Prague	863033069630348321
16.455	120.5875	La Trinidad	PH	Asia/Manila	359043379931766007
43.2907	5.4384	Marseille 11	FR	Europe/Paris	863033069630348032
51.78771	56.36091	Saraktash	RU	Asia/Yekaterinburg	863033069630348123
35.815	139.6853	Shimotoda	JP	Asia/Tokyo	8630330696303481768
56.56317	-2.58736	Arbroath	GB	Europe/London	8630330696303481156
36.33011	138.89585	Annaka	JP	Asia/Tokyo	8630330696303481636
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	3590433799317661149
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	863033069630348545
39.59611	27.02444	Edremit	TR	Europe/Istanbul	359043379931766957
44.89784	8.86374	Tortona	IT	Europe/Rome	3590433799317661651
30.75545	20.22625	Ajdabiya	LY	Africa/Tripoli	863033069630348644
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	863033069630348164
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	3590433799317662113
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	863033069630348065
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	8630330696303481420
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	3590433799317661610
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	8630330696303481081
45.53069	9.40531	Gorgonzola	IT	Europe/Rome	3590433799317661123
-6.25	38.66667	Mvomero	TZ	Africa/Dar_es_Salaam	8630330696303481347
34.85	117.33333	Taozhuang	CN	Asia/Shanghai	359043379931766460
47.30997	8.52462	Adliswil	CH	Europe/Zurich	8630330696303481719
34.4833	136.84186	Toba	JP	Asia/Tokyo	359043379931766478
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	8630330696303481727
44.73941	-93.12577	Rosemount	US	America/Chicago	3590433799317662204
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava	3590433799317662261
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	8630330696303482360
38.45598	48.87498	Astara	AZ	Asia/Baku	863033069630348909
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	359043379931766171
37.16911	10.03478	El Alia	TN	Africa/Tunis	8630330696303482329
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	3590433799317661479
23.07492	88.28637	Pandua	IN	Asia/Kolkata	8630330696303481891
49.65186	26.97253	Krasyliv	UA	Europe/Kyiv	863033069630348867
40.94065	-73.99681	Dumont	US	America/New_York	3590433799317661974
12.97389	123.99333	Sorsogon	PH	Asia/Manila	3590433799317661966
54.39635	24.04142	Alytus	LT	Europe/Vilnius	359043379931766064
34.15429	3.50309	Messaad	DZ	Africa/Algiers	359043379931766049
43.2907	5.4384	Marseille 11	FR	Europe/Paris	863033069630348032
19.32932	-98.1664	Contla	MX	America/Mexico_City	8630330696303482386
22.75218	72.68533	Kheda	IN	Asia/Kolkata	3590433799317662402
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	8630330696303481636
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	8630330696303482261
35.64889	117.27583	Sishui	CN	Asia/Shanghai	863033069630348743
23.5654	119.58627	Magong	TW	Asia/Taipei	359043379931766650
53.19146	-2.52398	Winsford	GB	Europe/London	359043379931766262
41.24264	16.50104	Bisceglie	IT	Europe/Rome	8630330696303481495
3.27833	32.88667	Kitgum	UG	Africa/Kampala	3590433799317661065
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	3590433799317661768
33.54428	-84.23381	Stockbridge	US	America/New_York	3590433799317661164
17.06542	-96.72365	Oaxaca	MX	America/Mexico_City	8630330696303482402
25.13915	73.06784	Sheoganj	IN	Asia/Kolkata	863033069630348032
37.31065	13.57661	Agrigento	IT	Europe/Rome	863033069630348057
27.52948	68.75915	Khairpur Mir‚Äôs	PK	Asia/Karachi	3590433799317661172
-34.88422	150.60036	Nowra	AU	Australia/Sydney	863033069630348255
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	8630330696303481644
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	3590433799317661867
48.98693	2.44892	Gonesse	FR	Europe/Paris	863033069630348644
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	3590433799317662428
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	863033069630348875
50.26729	-119.27337	Vernon	CA	America/Vancouver	8630330696303482469
20.74122	-100.44843	Santa Rosa Jauregui	MX	America/Mexico_City	3590433799317662030
48.90982	2.45012	Bobigny	FR	Europe/Paris	359043379931766833
41.24264	16.50104	Bisceglie	IT	Europe/Rome	8630330696303481511
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	8630330696303481693
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	3590433799317662238
41.75338	-86.11084	Granger	US	America/Indiana/Indianapolis	8630330696303481941
46.51872	86.00214	Hoxtolgay	CN	Asia/Urumqi	8630330696303481586
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	8630330696303481032
48.15659	28.28489	Soroca	MD	Europe/Chisinau	863033069630348792
3.8801	-77.03116	Buenaventura	CO	America/Bogota	863033069630348834
40.65995	-111.99633	Kearns	US	America/Denver	863033069630348578
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	863033069630348172
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	8630330696303481362
36	139.55722	Okegawa	JP	Asia/Tokyo	3590433799317661065
50.7236	-3.52751	Exeter	GB	Europe/London	863033069630348487
47.76232	-122.2054	Bothell	US	America/Los_Angeles	359043379931766858
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	3590433799317661750
48	-4.1	Quimper	FR	Europe/Paris	8630330696303482469
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	8630330696303481875
24.96334	10.18003	Ghat	LY	Africa/Tripoli	3590433799317661347
34.25	135.31667	Iwade	JP	Asia/Tokyo	863033069630348909
43.91452	-69.96533	Brunswick	US	America/New_York	359043379931766510
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	3590433799317662253
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	3590433799317662394
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	863033069630348776
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	3590433799317661974
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	8630330696303481222
48.98693	2.44892	Gonesse	FR	Europe/Paris	3590433799317661206
34.81667	137.4	Toyokawa	JP	Asia/Tokyo	8630330696303481693
51.12794	4.21372	Temse	BE	Europe/Brussels	359043379931766155
19.21667	73.08333	Dombivli	IN	Asia/Kolkata	8630330696303482147
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	3590433799317662360
53.69786	-2.68758	Leyland	GB	Europe/London	863033069630348909
43.61058	1.33467	Colomiers	FR	Europe/Paris	3590433799317661180
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	359043379931766031
41.57721	-93.71133	West Des Moines	US	America/Chicago	3590433799317661107
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	359043379931766734
5.30383	-1.98956	Tarkwa	GH	Africa/Accra	863033069630348396
8.56697	123.33471	Dipolog	PH	Asia/Manila	359043379931766478
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	3590433799317661107
36.06386	4.62744	El Achir	DZ	Africa/Algiers	359043379931766429
-19.65	47.31667	Antanifotsy	MG	Indian/Antananarivo	8630330696303481990
42.58342	-71.8023	Fitchburg	US	America/New_York	8630330696303482329
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	8630330696303481586
38.45598	48.87498	Astara	AZ	Asia/Baku	3590433799317661628
52.66277	-2.01111	Great Wyrley	GB	Europe/London	3590433799317662071
58.1908	40.17171	Danilov	RU	Europe/Moscow	863033069630348735
9.15093	-79.62098	Chilibre	PA	America/Panama	8630330696303481636
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	8630330696303481669
39.12074	27.18052	Bergama	TR	Europe/Istanbul	8630330696303481818
27.92333	118.53333	Pucheng	CN	Asia/Shanghai	3590433799317661446
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	863033069630348362
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	863033069630348859
49.593777	17.250879	Olomouc	CZ	Europe/Prague	863033069630348883
36.61033	-88.31476	Murray	US	America/Chicago	8630330696303481065
41.9001	-71.08977	Taunton	US	America/New_York	8630330696303481008
41.72063	12.6723	Ariccia	IT	Europe/Rome	359043379931766718
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	3590433799317662329
40.24537	-75.64963	Pottstown	US	America/New_York	8630330696303482477
36.02506	-86.77917	Brentwood Estates	US	America/Chicago	3590433799317661438
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	8630330696303481651
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	3590433799317661644
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	863033069630348560
-7.51611	109.05389	Wangon	ID	Asia/Jakarta	3590433799317661321
17.94979	-94.91386	Acayucan	MX	America/Mexico_City	8630330696303482170
50.26729	-119.27337	Vernon	CA	America/Vancouver	3590433799317662394
48.52961	12.16179	Landshut	DE	Europe/Berlin	3590433799317661917
-34.64966	-58.38341	Barracas	AR	America/Argentina/Buenos_Aires	8630330696303481545
3.31332	117.59152	Tarakan	ID	Asia/Makassar	8630330696303482386
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	8630330696303481149
27.55898	68.21204	Larkana	PK	Asia/Karachi	863033069630348453
41.16704	-73.20483	Bridgeport	US	America/New_York	8630330696303482196
34.31	-2.16	Jerada	MA	Africa/Casablanca	3590433799317661040
50.20528	19.27498	Jaworzno	PL	Europe/Warsaw	359043379931766015
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	8630330696303481602
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	359043379931766023
56.9083	60.8019	Beryozovsky	RU	Asia/Yekaterinburg	863033069630348065
43.2907	5.4384	Marseille 11	FR	Europe/Paris	8630330696303481537
32.55531	76.12647	Chamba	IN	Asia/Kolkata	3590433799317661552
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	3590433799317661222
-16.25	-69.08333	Yunguyo	PE	America/Lima	863033069630348651
41.29444	69.67639	Parkent	UZ	Asia/Tashkent	8630330696303481834
-37.88333	145.06667	Carnegie	AU	Australia/Melbourne	8630330696303481222
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	8630330696303481354
49.952431	15.268654	Kutná Hora	CZ	Europe/Prague	8630330696303481131
53.38333	-0.76667	Gainsborough	GB	Europe/London	3590433799317662410
15.72892	120.57224	Burgos	PH	Asia/Manila	8630330696303481149
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	863033069630348768
-21.44345	-65.71875	Tupiza	BO	America/La_Paz	8630330696303481859
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	3590433799317661594
25.95533	68.88871	Jhol	PK	Asia/Karachi	359043379931766692
53.83333	-2.98333	Poulton-le-Fylde	GB	Europe/London	3590433799317661867
29.69221	72.54566	Hasilpur	PK	Asia/Karachi	359043379931766239
25.87498	86.59611	Saharsa	IN	Asia/Kolkata	3590433799317661420
46.75451	33.34864	Nova Kakhovka	UA	Europe/Kyiv	3590433799317662006
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	8630330696303481271
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	8630330696303481446
51.39148	-0.29825	Surbiton	GB	Europe/London	3590433799317661701
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	8630330696303482444
-28.24	-48.67028	Imbituba	BR	America/Sao_Paulo	359043379931766205
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	3590433799317661438
19.8173	-97.35992	Teziutlan	MX	America/Mexico_City	8630330696303481008
48.35693	10.98461	Friedberg	DE	Europe/Berlin	8630330696303482212
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava	8630330696303481396
28.92694	78.23456	Bachhraon	IN	Asia/Kolkata	3590433799317662196
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	8630330696303481289
26.76628	83.36889	Gorakhpur	IN	Asia/Kolkata	3590433799317661057
-33.38056	-56.52361	Durazno	UY	America/Montevideo	863033069630348743
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	359043379931766635
64.5635	39.8302	Severodvinsk	RU	Europe/Moscow	8630330696303481925
24.41288	76.56719	Aklera	IN	Asia/Kolkata	3590433799317661859
38.72706	-9.24671	Carnaxide	PT	Europe/Lisbon	3590433799317662410
17.94979	-94.91386	Acayucan	MX	America/Mexico_City	863033069630348065
41.09246	45.36561	Qazax	AZ	Asia/Baku	359043379931766288
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	359043379931766916
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	863033069630348206
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	863033069630348024
52.61131	13.31783	Hermsdorf	DE	Europe/Berlin	8630330696303482030
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	8630330696303482105
38.40917	112.73333	Xinzhou	CN	Asia/Shanghai	863033069630348891
33.93113	-117.54866	Norco	US	America/Los_Angeles	863033069630348750
48.49144	9.20427	Reutlingen	DE	Europe/Berlin	863033069630348420
55.25	24.75	Ukmerge	LT	Europe/Vilnius	8630330696303481974
23.02677	113.13148	Foshan	CN	Asia/Shanghai	359043379931766239
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	3590433799317661883
13.48082	-86.58208	Somoto	NI	America/Managua	863033069630348792
14.14989	121.3152	Calauan	PH	Asia/Manila	359043379931766551
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	863033069630348230
41.14676	-73.49484	New Canaan	US	America/New_York	3590433799317662097
-32.45242	-71.23106	La Ligua	CL	America/Santiago	3590433799317661784
41.72059	-87.70172	Evergreen Park	US	America/Chicago	8630330696303481180
38.55632	69.01354	Vahdat	TJ	Asia/Dushanbe	3590433799317662097
40.1675	34.37389	Sungurlu	TR	Europe/Istanbul	863033069630348552
51.03427	5.37429	Houthalen	BE	Europe/Brussels	8630330696303481966
26.2649	81.54855	Jais	IN	Asia/Kolkata	3590433799317661107
48.77644	2.29026	Sceaux	FR	Europe/Paris	863033069630348651
43.61058	1.33467	Colomiers	FR	Europe/Paris	8630330696303481990
51.21187	4.25633	Beveren	BE	Europe/Brussels	359043379931766064
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	3590433799317662162
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	8630330696303481800
12.74482	4.52514	Argungu	NG	Africa/Lagos	8630330696303481008
35.85	117.7	Dongdu	CN	Asia/Shanghai	359043379931766239
-0.71667	-48.52333	Soure	BR	America/Belem	359043379931766411
15.72892	120.57224	Burgos	PH	Asia/Manila	359043379931766742
51.65	-0.2	Barnet	GB	Europe/London	3590433799317662477
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	3590433799317661610
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	8630330696303481057
-32.05251	115.88782	Willetton	AU	Australia/Perth	863033069630348487
53.59782	34.33825	Dyat‚Äôkovo	RU	Europe/Moscow	3590433799317661289
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	8630330696303481479
-7.57897	112.23109	Diwek	ID	Asia/Jakarta	359043379931766023
-34.28853	146.05093	Griffith	AU	Australia/Sydney	359043379931766007
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	863033069630348123
53.81667	-3.05	Blackpool	GB	Europe/London	3590433799317662048
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	8630330696303481255
19.32932	-98.1664	Contla	MX	America/Mexico_City	8630330696303481669
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	8630330696303481131
29.21399	78.95693	Kashipur	IN	Asia/Kolkata	359043379931766676
44.35056	142.45778	Nayoro	JP	Asia/Tokyo	359043379931766601
56.11281	69.49015	Ishim	RU	Asia/Yekaterinburg	8630330696303481065
13.73417	-89.71472	Sonzacate	SV	America/El_Salvador	359043379931766536
10.58806	77.24779	Udumalaippettai	IN	Asia/Kolkata	3590433799317661222
44.31771	9.32241	Chiavari	IT	Europe/Rome	359043379931766619
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	3590433799317661032
47.92526	-97.03285	Grand Forks	US	America/Chicago	3590433799317661313
54.39635	24.04142	Alytus	LT	Europe/Vilnius	8630330696303481370
5.4709	100.24529	Batu Feringgi	MY	Asia/Kuala_Lumpur	3590433799317662303
35.21222	2.31889	Ksar Chellala	DZ	Africa/Algiers	863033069630348438
48.15659	28.28489	Soroca	MD	Europe/Chisinau	359043379931766130
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	8630330696303481727
34.09668	-117.71978	Claremont	US	America/Los_Angeles	8630330696303482212
-3.20333	-52.20639	Altamira	BR	America/Santarem	3590433799317661578
35.82756	137.95378	Ina	JP	Asia/Tokyo	8630330696303482030
32.5007	-94.74049	Longview	US	America/Chicago	3590433799317662022
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	863033069630348081
53.93361	37.92792	Kireyevsk	RU	Europe/Moscow	8630330696303481172
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	3590433799317662279
7.57944	-8.53778	New Yekepa	LR	Africa/Monrovia	863033069630348495
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	863033069630348628
32.35126	-95.30106	Tyler	US	America/Chicago	359043379931766023
25.92493	73.66633	Sojat	IN	Asia/Kolkata	3590433799317662485
53.63333	9.85	Halstenbek	DE	Europe/Berlin	3590433799317662329
-34.64966	-58.38341	Barracas	AR	America/Argentina/Buenos_Aires	359043379931766346
35.06667	135.21667	Sasayama	JP	Asia/Tokyo	863033069630348255
53.5942	25.8191	Novogrudok	BY	Europe/Minsk	8630330696303481164
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	3590433799317661735
-8.76194	-63.90389	Porto Velho	BR	America/Porto_Velho	3590433799317662154
16.0567	103.65309	Roi Et	TH	Asia/Bangkok	863033069630348230
37.13548	-3.67029	Las Gabias	ES	Europe/Madrid	3590433799317661370
41.0051	-73.78458	Scarsdale	US	America/New_York	3590433799317661081
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	863033069630348859
34.85	117.33333	Taozhuang	CN	Asia/Shanghai	8630330696303482378
12.12278	-61.62498	Grenville	GD	America/Grenada	8630330696303482162
44.31771	9.32241	Chiavari	IT	Europe/Rome	863033069630348206
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	8630330696303481628
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	3590433799317661552
39.33427	-76.43941	Middle River	US	America/New_York	863033069630348784
38.54491	-121.74052	Davis	US	America/Los_Angeles	8630330696303482006
57.47908	-4.22398	Inverness	GB	Europe/London	3590433799317661685
6.15038	6.83042	Nkpor	NG	Africa/Lagos	3590433799317661792
33.93113	-117.54866	Norco	US	America/Los_Angeles	3590433799317661115
37.65639	126.835	Goyang-si	KR	Asia/Seoul	3590433799317661495
32.42067	-104.22884	Carlsbad	US	America/Denver	3590433799317662428
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	359043379931766023
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	359043379931766734
41.1053	-7.32097	Custoias	PT	Europe/Lisbon	3590433799317662147
55.62047	37.49338	Tyoply Stan	RU	Europe/Moscow	8630330696303482196
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	863033069630348057
49.65186	26.97253	Krasyliv	UA	Europe/Kyiv	3590433799317662030
42.52787	-70.92866	Peabody	US	America/New_York	359043379931766411
42.30865	-83.48216	Canton	US	America/Detroit	359043379931766619
35.85	117.7	Dongdu	CN	Asia/Shanghai	3590433799317662295
34.25628	-78.04471	Leland	US	America/New_York	3590433799317662386
-10.90889	-37.03861	Barra dos Coqueiros	BR	America/Maceio	3590433799317661248
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	8630330696303482162
53.69786	-2.68758	Leyland	GB	Europe/London	8630330696303481453
16.68911	98.50893	Myawadi	MM	Asia/Yangon	3590433799317662329
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	8630330696303481974
21.34222	71.30633	Kundla	IN	Asia/Kolkata	3590433799317661792
50.75	2.25	Saint-Omer	FR	Europe/Paris	359043379931766239
41.57439	24.71204	Smolyan	BG	Europe/Sofia	8630330696303481933
68.79833	16.54165	Harstad	NO	Europe/Oslo	3590433799317662212
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	8630330696303481776
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	359043379931766585
38.72706	-9.24671	Carnaxide	PT	Europe/Lisbon	8630330696303481420
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	8630330696303482428
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	863033069630348461
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	3590433799317661743
31.20176	29.91582	Alexandria	EG	Africa/Cairo	359043379931766932
39.59611	27.02444	Edremit	TR	Europe/Istanbul	359043379931766825
49.738430	13.373637	Plzeň	CZ	Europe/Prague	863033069630348263
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	863033069630348461
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	8630330696303482105
6.15038	6.83042	Nkpor	NG	Africa/Lagos	8630330696303481529
28.88162	120.03308	Guli	CN	Asia/Shanghai	8630330696303481602
57.97472	33.2525	Valday	RU	Europe/Moscow	8630330696303481024
32.65246	51.67462	Isfahan	IR	Asia/Tehran	863033069630348149
56.56317	-2.58736	Arbroath	GB	Europe/London	359043379931766700
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	8630330696303482030
47.90771	106.88324	Ulan Bator	MN	Asia/Ulaanbaatar	359043379931766460
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	8630330696303482493
6.46346	-2.31938	Bibiani	GH	Africa/Accra	863033069630348818
36.46917	10.78222	Beni Khiar	TN	Africa/Tunis	863033069630348677
43.61058	1.33467	Colomiers	FR	Europe/Paris	863033069630348107
-10.91111	-37.07167	Aracaju	BR	America/Maceio	863033069630348412
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	8630330696303482147
37.52487	-77.55777	Bon Air	US	America/New_York	359043379931766932
14.46693	75.92694	Davangere	IN	Asia/Kolkata	8630330696303481511
40.87329	14.43865	Somma Vesuviana	IT	Europe/Rome	8630330696303482139
52.47774	10.5511	Gifhorn	DE	Europe/Berlin	359043379931766262
-11.94306	-76.70944	Chosica	PE	America/Lima	3590433799317662113
27.55898	68.21204	Larkana	PK	Asia/Karachi	8630330696303482204
39.57582	-105.11221	Ken Caryl	US	America/Denver	863033069630348065
40.56754	-89.64066	Pekin	US	America/Chicago	3590433799317661727
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	3590433799317662121
22.10194	85.37752	Barbil	IN	Asia/Kolkata	3590433799317661479
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	359043379931766130
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	863033069630348586
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	3590433799317661735
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	359043379931766767
44.92801	4.8951	Valence	FR	Europe/Paris	8630330696303482311
-12.91667	-39.25	Muritiba	BR	America/Bahia	359043379931766841
-28.24	-48.67028	Imbituba	BR	America/Sao_Paulo	8630330696303481115
47.38093	-122.23484	Kent	US	America/Los_Angeles	3590433799317661453
46.18396	6.10237	Onex	CH	Europe/Zurich	863033069630348644
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	359043379931766346
16.455	120.5875	La Trinidad	PH	Asia/Manila	3590433799317661156
23.18	88.58	Aistala	IN	Asia/Kolkata	8630330696303481453
43.4125	23.225	Montana	BG	Europe/Sofia	863033069630348925
37.05944	37.3825	Gaziantep	TR	Europe/Istanbul	8630330696303481024
40.72371	-73.95097	Greenpoint	US	America/New_York	863033069630348941
50.71229	4.52529	Rixensart	BE	Europe/Brussels	3590433799317662014
50.82709	6.9747	Wesseling	DE	Europe/Berlin	3590433799317661156
21.01858	-101.2591	Guanajuato	MX	America/Mexico_City	863033069630348180
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	3590433799317662485
38.38479	-0.76773	Novelda	ES	Europe/Madrid	3590433799317661552
-7.51611	109.05389	Wangon	ID	Asia/Jakarta	359043379931766726
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	863033069630348776
54.60528	18.34717	Reda	PL	Europe/Warsaw	863033069630348610
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	863033069630348925
10.61285	12.19458	Biu	NG	Africa/Lagos	863033069630348289
46.23899	-63.13414	Charlottetown	CA	America/Halifax	8630330696303482014
7.06273	-1.4001	Mampong	GH	Africa/Accra	3590433799317662295
37.08819	-8.2503	Albufeira	PT	Europe/Lisbon	863033069630348958
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	8630330696303482279
49.183239	15.454273	Telč	CZ	Europe/Prague	359043379931766247
-12.91667	-39.25	Muritiba	BR	America/Bahia	8630330696303481297
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	8630330696303481024
27.85	112.9	Xiangtan	CN	Asia/Shanghai	3590433799317662089
48.77644	2.29026	Sceaux	FR	Europe/Paris	359043379931766569
41.91738	3.1631	Palafrugell	ES	Europe/Madrid	3590433799317661925
