ts	imei	mwra	p.android.packageinstaller	p.android.documentsui	p.android.chrome	p.android.settings	p.android.externalstorage	p.android.gm	p.system	p.browser.provider	p.notifier	p.simulator	p.gms.persistent	p.katana	p.android.defcontainer	p.process.gapps	p.olauncher	p.dogalize	p.android.vending	p.google	p.inputmethod.latin	p.android.gms
2018-05-06 13:12:00	3590433799317662352	1.00000	6.93908	14.62150	9.54257	13.66786	13.04799	9.33818	9.61180	68.37151	0.02329	51.53645	54.78785	33.84815	15.87541	98.95249	16.95582	56.12158	92.66005	73.27134	35.94788	28.88349
2018-05-06 13:13:00	8630330696303481735	1.00000	8.07999	12.61875	6.88762	13.21014	5.39294	7.89788	12.74118	70.10314	0.00376	52.47241	49.79778	32.60536	61.68208	64.93500	58.24953	42.05779	56.35773	24.25746	82.85584	29.14578
2018-05-06 13:14:00	359043379931766270	0.00000	9.24472	11.39787	9.50859	12.63232	9.51927	11.34455	12.14580	61.01832	0.01122	50.39383	37.32425	50.95999	51.67449	92.82931	34.64916	37.24112	22.67488	97.60539	35.49735	14.68899
2018-05-06 13:15:00	359043379931766411	1.00000	9.05980	11.15080	9.35273	14.86070	11.61164	10.91130	11.68459	70.46942	0.00057	39.75315	66.33024	51.33227	45.66144	14.48749	94.82726	64.11857	93.06621	61.47961	32.95491	81.98487
2018-05-06 13:16:00	8630330696303481412	0.00000	14.53578	13.68381	12.50561	13.45480	8.33635	10.30147	8.53230	65.89222	0.00006	33.28521	52.41534	42.35782	52.97927	72.62389	11.56004	3.79905	9.23437	68.90076	48.70923	92.56711
2018-05-06 13:17:00	8630330696303482345	1.00000	6.38318	11.11852	13.15611	11.49416	6.88072	8.75576	6.80924	60.84518	0.07974	46.75659	69.43495	43.70653	55.48342	56.92700	99.10552	35.59235	30.58732	60.75500	92.33002	66.14185
2018-05-06 13:18:00	863033069630348743	0.00000	8.54755	14.63971	10.81252	12.57794	8.37944	8.86445	11.07873	66.50208	0.03813	55.89122	44.37100	62.20708	23.78446	90.03510	14.29190	39.27105	17.70703	67.66084	70.71279	63.41627
2018-05-06 13:19:00	8630330696303481032	1.00000	9.91122	9.08673	7.52335	10.26379	11.10064	10.55960	12.03958	58.09804	0.03716	62.85487	20.60147	39.24752	35.18485	0.66054	19.43985	56.18110	96.02060	95.86856	37.63402	69.62126
2018-05-06 13:20:00	8630330696303482303	1.00000	8.63082	13.24761	8.21092	12.41092	13.51364	9.38696	9.48802	54.22818	0.04839	33.89719	46.92761	42.08087	41.01527	2.01906	47.38952	95.72520	55.85496	30.40484	36.84948	17.29460
2018-05-06 13:21:00	3590433799317662022	1.00000	7.61866	10.35356	6.78996	13.43472	8.10417	7.67192	13.25122	52.41421	0.04455	28.01939	28.19502	51.60805	57.24238	32.20124	6.55989	70.29777	76.34902	39.33797	7.34483	95.83795
2018-05-06 13:22:00	8630330696303481446	0.00000	7.50121	11.23308	9.12133	9.10641	10.60406	13.42106	14.54559	72.57936	0.02570	55.37294	43.38337	60.06606	39.93532	78.55690	31.94240	6.62344	44.33979	67.13807	56.45299	27.27514
2018-05-06 13:23:00	359043379931766031	0.00000	7.84338	6.79315	12.53825	12.61169	8.78752	12.26757	16.80636	55.15123	0.00063	49.50814	37.66348	46.53069	33.98511	10.47500	51.33030	12.94336	47.18229	61.44614	81.93529	39.53413
2018-05-06 13:24:00	8630330696303481511	1.00000	8.08144	13.65790	9.83347	10.51357	13.09210	9.81577	10.47131	74.01015	0.02829	25.44154	41.11262	56.36796	30.40533	66.93765	83.35962	36.49017	96.03560	80.30668	33.93864	16.09820
2018-05-06 13:25:00	8630330696303481941	1.00000	10.44655	8.21846	8.04388	14.63326	8.29457	7.35997	13.10985	81.15285	0.11478	2.87707	54.64551	43.13507	32.89968	49.04327	93.20846	7.40375	73.74684	77.73655	93.02820	14.29132
2018-05-06 13:26:00	863033069630348388	1.00000	7.73902	10.36772	11.88837	12.72987	3.20348	8.96757	10.89387	59.93108	0.03046	59.47946	43.84396	37.38124	37.16922	85.69931	35.33019	8.70263	90.31243	32.23936	66.86681	96.71873
2018-05-06 13:27:00	359043379931766007	1.00000	8.09820	13.83460	5.75831	7.49972	13.28917	8.63665	6.92002	67.93153	0.00036	34.78327	78.37349	65.31385	47.33867	16.11511	95.03881	15.53358	27.74026	46.88128	89.71452	73.61943
2018-05-06 13:28:00	3590433799317661792	1.00000	6.93317	13.52483	9.73334	15.69268	14.50017	7.37736	7.62938	59.34199	0.00614	23.83953	55.28224	58.05022	46.18648	90.62261	30.61402	20.61761	95.30453	28.26555	43.42310	93.90358
2018-05-06 13:29:00	3590433799317661099	0.00000	16.98223	11.88318	12.41602	10.35814	11.96829	7.73018	9.07893	62.68676	0.00043	44.69090	40.02994	57.39444	12.94313	44.46017	82.41101	49.95819	55.70415	71.82245	93.89701	28.84388
2018-05-06 13:30:00	863033069630348453	0.00000	9.54866	11.30917	12.86600	12.55189	10.26822	13.18928	13.23288	55.06186	0.00192	63.28058	38.47058	58.73682	65.65725	5.17375	10.81987	65.72623	29.70503	87.93085	85.82741	29.23518
2018-05-06 13:31:00	8630330696303482113	1.00000	9.69682	13.89971	9.29433	13.74336	7.97799	11.98887	9.39341	69.73411	0.02892	33.13512	34.33810	42.49317	31.42403	20.70216	36.66159	40.10406	8.55881	34.69670	89.63837	67.20416
2018-05-06 13:32:00	863033069630348966	0.00000	12.17714	10.62791	11.13678	10.86251	10.71526	13.45139	9.45094	79.79374	0.00279	26.11859	56.10613	55.23070	18.58117	58.62860	6.24490	92.88222	15.36650	61.03633	25.69434	79.64611
2018-05-06 13:33:00	3590433799317662253	1.00000	7.10573	11.86927	6.65324	10.00674	16.37751	8.16894	8.27048	65.17891	0.00189	33.76656	59.17945	43.22057	48.10424	4.32172	77.64147	33.47154	7.34776	14.00734	33.96886	8.41682
2018-05-06 13:34:00	3590433799317661149	0.00000	8.33338	10.98339	12.76424	11.96835	10.43943	14.94070	11.87794	84.81411	0.00032	68.65055	61.95284	50.65487	39.62743	88.99573	73.45491	57.34818	7.36180	28.65933	65.14687	64.70875
2018-05-06 13:35:00	359043379931766478	1.00000	11.55469	14.02554	7.94428	8.08392	10.91238	10.32700	8.38156	74.93936	1.49207	46.88790	48.60599	37.68631	44.76237	20.19959	52.91299	76.06441	3.41983	81.49910	25.21191	95.79860
2018-05-06 13:36:00	8630330696303481131	0.00000	10.76859	11.03289	15.05284	13.81744	8.28440	15.86888	11.97908	75.01846	0.00066	46.52135	64.11014	58.65510	29.29001	60.12673	57.07246	87.55862	91.72393	49.16645	21.56344	13.61826
2018-05-06 13:37:00	3590433799317662188	1.00000	9.90080	6.43746	11.97092	13.42458	8.56547	8.77995	15.50398	65.84890	0.00088	43.45967	57.78624	39.77038	40.36282	88.06889	14.42930	62.22470	2.32034	17.28409	78.45084	64.11436
2018-05-06 13:38:00	3590433799317661768	0.00000	9.70103	7.19959	6.91688	10.06994	11.22159	8.54871	12.99643	70.05733	0.05054	55.35430	64.44996	40.91204	36.19942	99.27386	27.41008	60.63476	25.59390	40.44152	39.99422	6.10995
2018-05-06 13:39:00	359043379931766791	1.00000	11.49653	14.22407	11.12518	12.08715	7.65660	12.39289	9.97747	60.97923	0.00102	49.78451	68.85036	32.14541	58.78388	51.36653	54.44215	10.68935	75.15409	95.63041	20.17036	11.98970
2018-05-06 13:40:00	8630330696303481099	0.00000	6.92839	12.64120	11.22586	14.45177	6.01984	11.93819	13.54701	66.37928	0.00006	30.14592	72.46299	51.66660	53.98957	37.26995	31.79432	64.96643	67.07325	99.08125	8.63368	46.77887
2018-05-06 13:41:00	8630330696303482352	0.00000	10.24989	13.32233	13.70352	16.65342	5.54267	13.29597	13.37159	74.67186	0.00009	27.26193	63.87597	29.80040	37.62151	89.66836	91.88437	37.28694	56.31101	15.95609	8.52400	81.46327
2018-05-06 13:42:00	863033069630348255	0.00000	10.46581	12.62998	13.76411	15.35885	10.57476	11.61744	12.66380	70.00043	0.00168	35.95413	69.75702	47.81214	60.93791	47.06156	45.04105	44.13302	93.98755	91.97481	41.70845	11.28813
2018-05-06 13:43:00	3590433799317662071	0.00000	10.24166	14.17063	15.68307	13.39706	9.15991	13.19265	13.52758	72.53799	0.00225	38.28961	37.86760	54.27215	25.03614	41.53618	61.74410	38.46844	33.06413	49.93445	83.59300	33.02181
2018-05-06 13:44:00	8630330696303481222	1.00000	10.71215	12.66185	10.07748	14.05174	14.07108	8.41623	9.65459	77.16421	0.81013	48.95036	52.48399	51.54092	57.88257	31.36733	75.96043	94.53076	62.67869	16.45477	77.63538	45.43954
2018-05-06 13:45:00	359043379931766429	0.00000	13.46879	10.96385	13.91058	12.27350	10.30832	12.61707	11.79534	63.37908	0.00425	42.11307	47.61468	44.93880	34.43500	13.06089	97.75973	35.47042	35.35389	71.11751	92.26993	64.18679
2018-05-06 13:46:00	8630330696303481446	1.00000	11.05511	12.39736	9.12041	11.34532	12.07126	15.31408	8.64160	57.98843	0.03421	44.74725	49.19735	55.30009	25.27196	0.96796	49.68872	88.64156	28.20057	40.75670	76.74747	48.64761
2018-05-06 13:47:00	359043379931766528	1.00000	7.10980	12.67771	12.21719	16.93234	15.73996	8.52048	7.86725	67.53400	0.00496	42.46794	67.47580	60.72612	31.38370	35.49086	25.55620	92.59513	59.93693	24.38659	52.41948	81.13907
2018-05-06 13:48:00	863033069630348669	1.00000	3.45355	7.38462	7.23460	6.79175	13.10391	13.07120	10.74963	60.13512	0.20631	53.48011	30.63171	60.07902	63.57649	69.72072	72.64621	74.30726	66.82071	66.09669	81.01279	80.78311
2018-05-06 13:49:00	3590433799317661172	0.00000	10.30342	11.76268	13.85348	13.50172	9.12314	11.90998	10.43193	70.52674	0.00217	35.30719	39.54647	71.82124	39.61617	83.88041	76.89230	85.96754	58.37391	17.61850	49.58464	77.10328
2018-05-06 13:50:00	863033069630348818	1.00000	11.48875	11.31873	9.78555	12.98927	15.04524	8.96643	11.39618	80.39938	0.14642	31.85446	50.20991	66.11391	47.48647	16.58040	38.91572	42.99556	56.22369	53.40914	6.20987	79.95734
2018-05-06 13:51:00	863033069630348396	1.00000	12.81637	4.73881	6.46016	11.75672	13.44958	10.50672	15.80237	61.81178	0.20654	44.45943	63.09178	47.70853	17.33195	75.04512	98.60807	55.00476	57.40370	30.86247	3.23263	41.89297
2018-05-06 13:52:00	8630330696303481255	1.00000	7.22228	10.70945	11.52589	13.40298	3.70642	6.89443	11.01732	84.04404	0.13747	22.25811	45.89760	46.78935	49.59415	88.70047	60.46281	95.34837	86.70809	64.30009	59.97528	98.14894
2018-05-06 13:53:00	3590433799317662048	1.00000	9.57392	9.19130	5.95664	10.37703	11.64820	11.28172	14.30955	68.69745	0.04777	64.45666	79.97229	34.36457	23.78309	64.98893	7.39166	38.34785	29.01197	47.22448	21.28415	25.10543
2018-05-06 13:54:00	863033069630348891	1.00000	10.08988	10.81260	10.02332	12.72580	5.64503	6.45914	10.17492	66.36976	0.04792	34.53037	62.11794	65.28762	34.10800	61.02277	73.37879	77.80136	51.38088	61.76071	93.67016	99.75872
2018-05-06 13:55:00	359043379931766072	0.00000	9.38207	12.89585	13.77219	15.68702	5.33310	12.62579	9.15014	85.26129	0.00082	70.07697	52.61046	83.53974	35.54020	13.41139	5.56608	8.50573	54.23911	37.04600	94.27427	28.47883
2018-05-06 13:56:00	8630330696303482352	0.00000	8.60210	9.34927	11.05078	10.78587	7.58517	11.76769	14.74573	74.37239	0.00838	40.16219	57.75996	50.06870	54.40558	66.67451	51.00845	41.91126	46.73181	8.98862	33.56926	11.83951
2018-05-06 13:57:00	359043379931766536	1.00000	11.22446	7.21643	11.06260	12.92153	9.54828	9.05212	12.89718	65.76779	0.01324	50.01580	50.38839	54.72736	68.57174	28.97531	88.78824	2.87323	50.03309	2.72247	83.84620	27.78866
2018-05-06 13:58:00	863033069630348735	0.00000	7.07217	11.23088	16.19580	11.65692	9.51212	15.80265	12.65918	70.21543	0.00077	55.57304	53.47560	48.44405	25.91788	1.42478	79.97405	81.41746	60.91357	62.46403	62.26629	14.16011
2018-05-06 13:59:00	8630330696303481347	1.00000	9.33267	13.50435	9.68545	12.00631	9.86389	10.26267	9.20324	82.03569	0.00743	56.47566	48.08615	47.63353	28.91689	35.88230	74.55790	53.27436	66.95288	47.61556	4.71648	42.39522
2018-05-06 14:00:00	359043379931766502	0.00000	6.46113	11.97952	11.50690	7.77291	9.85937	15.14941	13.04364	66.17666	0.01173	44.89635	53.74376	73.03416	34.56548	15.03880	73.56606	37.31257	14.43315	74.33273	28.53079	20.72286
2018-05-06 14:01:00	8630330696303481545	1.00000	10.00169	13.62877	11.70692	11.70372	10.04157	9.94040	9.43385	59.39943	0.31683	39.36775	49.15508	71.02811	38.77231	29.98612	21.78397	23.18084	84.44150	16.59188	78.24694	86.92479
2018-05-06 14:02:00	359043379931766940	1.00000	10.12370	12.86002	7.21907	10.84825	10.98730	11.29942	9.94665	68.47740	0.04978	63.16412	29.63571	53.65561	33.62810	91.91854	0.09860	11.04808	98.60221	61.23418	74.68919	33.66655
2018-05-06 14:03:00	3590433799317661115	1.00000	10.58217	12.35333	10.05500	15.48576	12.02637	9.64134	7.64342	68.98418	0.14153	45.25194	70.08990	56.88443	15.46609	3.62353	12.75894	57.83670	55.54725	38.17492	13.58612	36.05613
2018-05-06 14:04:00	863033069630348727	0.00000	8.19855	11.84870	12.40696	14.37237	7.81589	14.56195	8.83733	57.87709	0.03337	63.57656	59.63177	50.55008	36.83171	90.74331	40.10778	81.14995	71.54826	79.41069	46.72230	55.15238
2018-05-06 14:05:00	359043379931766346	1.00000	6.33487	10.63036	8.71769	12.01548	8.97707	10.21166	12.18997	76.72464	0.00329	42.11572	28.87445	31.92087	30.70207	37.11814	13.38284	18.32985	90.27913	46.64503	36.26518	49.22328
2018-05-06 14:06:00	8630330696303482386	1.00000	3.94021	14.47358	9.13520	14.14855	14.00816	8.20804	9.01743	71.54463	0.00135	57.63490	59.34639	69.66766	23.84664	51.56146	29.69508	52.59190	56.28843	15.65976	89.13773	8.70810
2018-05-06 14:07:00	863033069630348016	1.00000	8.43011	15.35192	11.51982	10.30824	9.79991	9.27375	9.85425	62.91691	0.05692	68.43407	37.06339	46.07562	57.78146	47.38994	86.62769	59.82398	18.62154	16.90966	57.88303	25.03528
2018-05-06 14:08:00	863033069630348040	0.00000	7.80324	13.07103	10.59843	13.45079	14.13572	8.93602	8.07645	69.07137	0.00895	29.29365	46.02586	49.07428	41.31270	35.15684	98.66711	60.20132	73.59775	24.27683	25.26847	87.15669
2018-05-06 14:09:00	8630330696303482014	0.00000	15.21275	10.68611	9.77248	10.14935	15.69610	11.05465	8.64399	73.08024	0.00009	33.97688	74.27277	51.58949	33.66689	2.53880	48.48271	84.74373	43.91417	81.24158	5.55807	38.11730
2018-05-06 14:10:00	3590433799317661370	1.00000	10.70238	9.41008	12.43647	18.04720	8.44686	7.79064	13.17073	73.54766	0.01870	33.32333	27.81053	53.54351	48.18253	43.78907	18.03682	85.39283	84.84721	46.35602	89.15247	77.52010
2018-05-06 14:11:00	8630330696303482360	1.00000	8.77052	8.95384	8.85948	11.37465	9.49931	6.98473	11.74998	57.46698	0.13848	45.15804	44.53329	70.81922	20.24384	27.81852	72.03985	81.59682	37.38073	37.92648	93.52209	95.26647
2018-05-06 14:12:00	3590433799317661552	1.00000	8.38751	13.35968	10.14236	12.45504	7.73037	9.69154	9.33667	65.26078	0.02610	58.38206	63.18958	34.90611	21.86037	84.35440	34.22863	78.38740	41.15299	1.62639	25.62555	20.85943
2018-05-06 14:13:00	3590433799317662139	1.00000	8.58604	13.95237	8.86180	14.75773	10.58653	10.85081	9.26410	75.81835	0.01234	41.17342	51.47271	62.02478	39.71102	36.48775	48.76749	39.17242	29.88478	86.58941	15.60108	56.46751
2018-05-06 14:14:00	3590433799317661388	1.00000	8.57187	7.92348	6.94746	11.89317	12.27383	9.96748	14.58110	68.29114	0.00268	65.76935	53.79945	38.25571	50.83268	47.81107	39.13479	9.64315	68.58020	24.86365	50.46437	35.19198
2018-05-06 14:15:00	3590433799317661792	0.00000	13.43280	14.03232	13.93651	12.24485	8.06880	11.97761	7.38408	75.00028	0.00141	51.20718	52.36835	60.97186	62.17966	7.90495	66.75484	33.68897	72.35149	30.80137	75.89849	33.47779
2018-05-06 14:16:00	359043379931766015	0.00000	15.25394	13.85242	14.53018	11.87489	8.96653	10.43345	7.42912	71.57403	0.00083	33.87849	56.01311	58.09215	48.36950	20.05553	65.77717	65.99954	53.90009	71.38098	57.07962	72.65990
2018-05-06 14:17:00	8630330696303481966	1.00000	8.53252	12.18090	9.13532	13.68498	7.30848	10.93764	12.14453	59.73953	0.02920	39.68896	59.60161	61.34168	32.61611	39.97047	14.85633	1.06647	40.24655	5.94684	26.11198	34.64554
2018-05-06 14:18:00	3590433799317661214	0.00000	10.46774	12.34578	12.92892	14.37052	6.93285	13.32840	12.97367	73.04237	0.00011	39.65217	61.24991	56.20629	26.99305	70.82563	77.96520	56.79236	92.71587	97.51909	18.09123	10.10699
2018-05-06 14:19:00	359043379931766288	1.00000	9.26205	12.75715	9.95907	16.81003	9.72271	7.01614	7.87027	64.61241	0.02997	47.87307	50.44490	74.75552	50.00594	58.80690	53.75732	30.63756	8.96499	96.46122	23.68316	43.60872
2018-05-06 14:20:00	8630330696303481685	1.00000	9.10266	12.17253	11.01129	12.66189	13.51457	8.89292	10.73026	52.33205	0.05157	77.12850	52.55597	55.23205	38.02055	22.26658	59.82648	68.27410	88.28004	81.73709	82.86028	14.52164
2018-05-06 14:21:00	8630330696303481420	1.00000	6.63070	8.90221	10.54346	12.60533	11.71452	8.12631	9.61194	57.71260	0.06889	50.29113	34.87437	49.00307	59.46372	87.65930	7.59285	75.18619	30.88684	73.12109	20.72264	81.24682
2018-05-06 14:22:00	359043379931766809	1.00000	9.18693	8.08838	8.41432	14.29146	9.88403	9.50377	13.54504	60.25945	0.42669	65.88065	55.97444	46.13249	42.59246	81.77239	5.14869	8.90454	49.64369	97.69507	35.52396	53.47438
2018-05-06 14:23:00	3590433799317662220	1.00000	8.70598	12.76735	9.96381	14.11880	13.44972	8.02642	11.68549	62.81548	0.05298	45.96259	38.52751	33.42159	44.97850	56.74907	22.40377	65.77953	37.26897	82.83538	11.11924	41.20744
2018-05-06 14:24:00	3590433799317661818	1.00000	13.47212	7.43135	12.46254	12.92031	17.81022	8.53152	11.92184	61.82713	0.43603	39.78212	73.74069	67.47491	38.56433	60.77268	53.37521	58.85653	39.51762	72.72880	11.27232	99.75756
2018-05-06 14:25:00	8630330696303482360	0.00000	14.21607	11.22189	11.39829	10.76906	12.03978	15.44981	8.56732	56.73566	0.00216	44.32281	55.02795	66.43475	49.90589	30.41570	100.00000	12.31524	84.32318	37.70694	87.39586	81.80764
2018-05-06 14:26:00	3590433799317662006	0.00000	8.57407	14.00883	11.60036	13.59962	6.92737	9.73669	13.90632	79.54508	0.00141	56.74808	69.01849	49.61849	70.65857	44.79302	49.86189	56.34166	69.76856	90.93515	53.37561	32.21524
2018-05-06 14:27:00	359043379931766601	1.00000	13.06641	9.28082	8.64569	10.87963	15.13117	7.73213	8.25477	70.88598	0.03759	39.18578	78.14323	61.49799	43.89584	75.94632	17.43570	34.78234	67.38038	90.18597	20.41698	56.01168
2018-05-06 14:28:00	3590433799317661776	1.00000	12.61535	11.83815	8.39966	12.68402	8.78025	7.43389	9.38404	64.34088	0.38642	55.80898	72.00629	47.69704	58.45076	38.97558	85.52370	50.50327	97.62503	96.84703	90.47948	14.32334
2018-05-06 14:29:00	359043379931766437	0.00000	6.95685	10.46197	13.79405	14.00523	3.81418	14.38228	12.33473	64.21320	0.00581	19.83488	58.29656	35.33659	49.43696	25.74184	0.95214	62.24752	38.59804	1.74676	58.17942	83.76784
2018-05-06 14:30:00	3590433799317661834	1.00000	13.24748	10.97511	9.16896	10.09989	13.52603	8.34688	10.53786	79.29634	1.14448	38.93226	54.89263	44.42020	34.45769	32.14403	56.71214	41.42939	57.81854	76.06798	32.91090	66.05351
2018-05-06 14:31:00	8630330696303482345	1.00000	6.82186	12.15712	7.79586	11.71990	9.12504	9.05215	9.30095	72.92619	1.46785	25.65242	52.28555	53.08932	32.13791	60.93488	18.93549	16.00053	26.07741	86.87657	90.51151	29.53439
2018-05-06 14:32:00	863033069630348396	0.00000	11.10270	12.06242	17.26000	13.37590	10.94842	14.47647	13.86399	68.00670	0.00019	46.20430	51.65619	51.71543	59.18096	5.37332	78.57588	62.12203	29.97298	69.78898	13.00142	42.26279
2018-05-06 14:33:00	359043379931766502	1.00000	8.08521	13.10418	9.55573	15.68085	10.95376	10.01215	10.95646	47.01586	0.01065	54.09267	70.35627	52.87265	42.67139	33.13305	40.03158	74.73015	44.37914	37.67705	74.96555	74.25730
2018-05-06 14:34:00	8630330696303482485	1.00000	9.75753	11.20756	9.50745	16.35411	11.84414	11.58808	11.40625	57.27806	0.35510	33.82293	36.85542	48.09175	59.43903	15.20828	87.46693	1.14358	10.15401	89.74674	26.67458	88.32893
2018-05-06 14:35:00	8630330696303482345	1.00000	6.22114	16.23290	8.06318	12.94700	7.09463	10.82558	9.23940	64.85484	0.00234	53.79823	61.12079	48.06923	19.35477	17.22728	36.44682	61.31611	92.06371	47.18726	34.69680	27.12274
2018-05-06 14:36:00	8630330696303481545	1.00000	8.96623	6.42095	8.14977	8.45748	11.92727	10.40211	12.63647	62.76682	0.04712	45.71545	27.95042	34.20500	46.09040	29.71946	60.15975	55.68030	57.58555	91.49435	10.25123	53.18488
2018-05-06 14:37:00	8630330696303481602	0.00000	6.73036	12.83772	8.51971	11.65505	15.16575	9.98557	10.88802	65.85192	0.00032	53.53299	51.64194	49.75281	54.54737	71.01755	43.63397	18.52302	62.62065	42.93107	88.09490	5.04783
2018-05-06 14:38:00	3590433799317661727	0.00000	9.28139	13.09533	15.47505	9.69062	13.17754	16.60683	14.53652	59.71369	0.02348	53.77332	19.36657	46.86235	29.41923	4.68048	2.01866	65.82427	78.10709	27.36525	19.15454	77.65768
2018-05-06 14:39:00	3590433799317661321	0.00000	7.19695	8.91052	9.16096	12.03597	9.78347	10.11982	12.56680	63.80372	0.12363	40.27620	52.10442	60.72078	38.21455	58.63931	45.09041	87.16446	19.88882	42.55686	12.85698	67.32848
2018-05-06 14:40:00	8630330696303481776	1.00000	7.37050	9.12458	4.55035	10.30353	13.17001	11.32070	14.33076	64.13692	0.53217	28.51373	31.59577	56.19678	57.71325	26.64574	17.18121	29.84633	65.24425	25.48491	49.65490	16.93698
2018-05-06 14:41:00	359043379931766569	1.00000	8.12069	11.16286	9.36830	12.62197	13.60286	11.40271	14.28221	54.66589	0.00702	51.08122	72.01161	49.73186	45.06784	76.00754	8.74805	6.37881	16.05105	65.90664	92.08880	45.04289
2018-05-06 14:42:00	3590433799317661115	1.00000	10.72043	12.16569	8.44856	7.70174	14.06332	7.61874	10.50356	56.09448	0.01916	38.62561	64.11197	76.36893	56.42619	41.87035	95.62959	27.76785	67.33057	47.71417	60.24113	18.10347
2018-05-06 14:43:00	3590433799317661016	1.00000	9.77876	10.84843	7.96310	11.71037	14.22281	9.24171	9.26250	80.42345	0.00180	57.76090	41.88415	70.33471	4.08739	4.61707	96.37380	58.09250	31.89806	28.45195	1.24078	24.62120
2018-05-06 14:44:00	3590433799317661511	1.00000	7.92875	12.75908	10.87519	18.81222	11.08419	9.76370	9.84453	82.30085	0.00395	47.67992	51.36162	69.60623	57.23871	66.38306	17.37521	71.63331	6.46763	92.16331	96.78730	38.64142
2018-05-06 14:45:00	8630330696303481784	0.00000	12.07320	14.21276	14.03685	15.29802	8.32690	10.35436	12.50145	73.61113	0.00052	52.67849	56.61021	51.01250	60.51817	32.43517	61.96497	15.66583	34.44424	7.87486	14.03471	98.99493
2018-05-06 14:46:00	3590433799317661800	1.00000	9.59721	9.90686	10.35033	9.51703	10.82457	9.97355	9.34687	67.36864	0.00507	46.11572	51.90593	66.03626	36.97996	75.63415	75.56731	58.44141	87.09036	93.55122	91.95056	55.42619
2018-05-06 14:47:00	3590433799317661289	0.00000	9.52798	14.07483	13.39373	8.64445	11.39941	12.53406	12.90122	58.07727	0.00234	37.96717	66.99876	69.93989	41.46785	94.21831	88.68508	33.17351	47.88066	69.97576	83.44988	55.01119
2018-05-06 14:48:00	863033069630348602	1.00000	6.69501	13.11880	9.81025	14.74550	15.08456	10.18105	6.24645	59.50405	0.01252	59.83737	74.27087	47.07865	50.68155	38.27827	8.05246	21.07254	50.28188	99.61761	43.54795	85.90762
2018-05-06 14:49:00	863033069630348941	1.00000	9.49758	9.08407	9.13877	14.11110	9.40656	9.79953	13.04627	68.29178	0.01905	33.22789	56.82479	32.02145	23.24305	17.36682	67.42589	0.00507	95.21598	85.04345	90.40898	87.28863
2018-05-06 14:50:00	8630330696303481701	0.00000	10.16237	8.44606	12.77696	11.48792	9.17918	9.23023	11.23460	61.84295	0.00054	55.82036	40.67687	57.60023	35.05709	68.19451	58.56390	38.90289	59.26735	9.88833	13.06154	16.20996
2018-05-06 14:51:00	8630330696303482394	0.00000	12.15990	14.57020	11.47266	13.73318	6.50351	17.21697	8.41228	73.27947	0.00049	50.07943	43.68631	50.33033	43.48117	96.25010	44.14457	96.76812	64.00699	62.28161	63.07707	61.05164
2018-05-06 14:52:00	3590433799317661503	1.00000	10.18154	12.05150	8.87763	11.43546	13.83318	8.85750	9.78590	81.89960	0.01702	51.28012	54.26811	33.80629	50.37617	86.82673	13.46962	63.94195	28.96930	54.78134	80.96044	37.97259
2018-05-06 14:53:00	8630330696303482329	1.00000	13.51681	8.87793	13.52558	14.08775	6.82328	5.06760	10.42084	71.33096	0.02581	47.93570	49.80217	33.44913	64.65981	96.20159	7.56367	16.31195	34.90445	31.65024	88.76089	29.08296
2018-05-06 14:54:00	8630330696303481651	0.00000	8.84243	12.22962	12.57506	12.04111	12.18659	13.16815	13.79827	72.34936	0.00095	51.16076	51.41147	56.04303	55.10369	84.08338	60.65870	19.50487	27.80397	12.77490	34.84814	40.57569
2018-05-06 14:55:00	359043379931766734	1.00000	8.22723	13.58502	9.69063	14.88151	13.05839	6.92864	6.09120	56.25620	0.60084	31.10544	41.24103	34.62662	43.61976	63.74501	14.94253	17.34002	97.17744	65.16304	45.21831	55.28136
2018-05-06 14:56:00	8630330696303482113	1.00000	5.38692	13.57630	11.55070	17.85081	14.40175	7.35873	9.21205	67.27468	0.02806	35.90441	46.60578	61.26297	47.80950	59.40946	19.12584	28.04565	15.59546	63.75717	27.53531	55.33543
2018-05-06 14:57:00	863033069630348560	1.00000	6.57441	7.55845	7.58557	13.27981	9.52640	9.73751	13.24267	65.59142	0.15704	53.15423	53.63298	50.18229	49.17121	38.24424	79.30541	88.24694	6.64818	61.74357	8.76659	9.44793
2018-05-06 14:58:00	8630330696303482311	1.00000	8.23253	12.96747	8.44943	10.22551	11.67735	9.82553	10.83379	82.20644	0.01714	27.64516	69.81385	52.84746	15.94832	68.18156	17.34931	57.90950	52.63917	89.83134	29.69609	1.12216
2018-05-06 14:59:00	359043379931766049	0.00000	11.87556	13.48025	11.20791	11.91766	10.36699	13.56969	7.10209	65.18104	0.00330	50.03548	48.58884	22.44448	29.31072	4.67755	63.29185	73.27636	79.69108	52.71781	63.69364	65.26463
2018-05-06 15:00:00	863033069630348669	1.00000	8.93154	10.41827	8.24829	12.09405	10.90294	10.85300	12.98672	75.39144	0.03094	42.37929	73.38488	32.68432	54.80326	88.36521	69.82935	84.98939	74.20689	59.23650	86.04766	59.65968
2018-05-06 15:01:00	3590433799317661115	1.00000	7.66323	11.75395	9.00273	11.57535	15.31958	7.97155	12.48359	62.96315	0.00083	31.71058	52.02287	77.94658	45.97084	59.12037	66.42175	51.00134	24.49765	0.94861	69.27716	65.09925
